number,name,age,generation,cycle,birthTurn,deathTurn,deathReason,parents,gene_Osteo_Pathway_Multiplier,gene_Osteo_Length_ECM,gene_Osteo_Width_ECM,gene_Osteo_Morphogenetic_Protein1,gene_Osteo_Morphogenetic_Protein2,gene_Osteo_Morphogenetic_Protein3,gene_Myo_Pathway_Multiplier,gene_Myo_Fast_Twitch_ECM,gene_Myo_Slow_Twitch_ECM,gene_Myo_Morphogenetic_Protein1,gene_Myo_Morphogenetic_Protein2,gene_Myo_Morphogenetic_Protein3,gene_Neuro_Pathway_Multiplier,gene_Neuro_3d_ECM,gene_Neuro_Morphogenetic_Protein_SensoryResolution,gene_Neuro_Morphogenetic_Protein_Hostile,gene_Neuro_Morphogenetic_Protein_Neutral,gene_Neuro_Morphogenetic_Protein_SelfProjectionPotential,gene_Neuro_Morphogenetic_Protein_MoodNegative,gene_Neuro_Morphogenetic_Protein_MoodPositive,gene_Neuro_Morphogenetic_Protein_Fight,gene_Neuro_Morphogenetic_Protein_Flight,weight,limbLength,boneDiameter,limbStructuralStrength,osteocyteGenesisEfficiency,muscleMass,muscleProteinSynthesis,myocyteGenesisEfficiency,muscleSpeed,muscleEndurance,muscleStrength,neuralMass,perceptionRadius,hostility,moodPositive,fightResponse,colonialCognitionCapacity,neurocyteGenesisEfficiency,eyeSize,cranialSize,facialLength,facialWidth,generalPhenotype,agreeability,speedOfLocomotion,fightingEffectiveness,resourceCarryingCapacity,crit,dodge,maxHp
3827,Rickon3827,-9982,20,gd,10001,19,Fight,Simulator,0.122092136,0.302390717,0.697609283,0.740901158,0.969304343,0.484740336,0.590954074,0.240724487,0.759275513,0.694393461,0.892337192,0.093359083,0.782311039,0.566326728,0.265851363,0.751352938,0.248647062,0.220174849,0.749528327,0.250471673,0.351311589,0.648688411,0.363430466,0.302390717,0.697609283,0.433467163,0.487826022,0.093359083,0.093359083,4.058425789,2.578479557,0.53730337,1.898087494,0.566326728,0.416089046,0.625220316,0.4083992,0.479861073,0.393250788,0.086923449,0.404669917,0.098312697,0.075597679,0.108366791,2,0.374779684,1.833933402,1.699215572,1.010778265,0.424745046,1.36420395,1.544391753
3828,Sansa3828,-9984,20,gd,10001,17,Fight,Simulator,0.041781661,0.029057912,0.970942088,0.14108566,0.887197088,0.681764192,0.696687107,0.226594997,0.773405003,0.920790218,0.578256391,0.506849988,0.88002039,0.187863316,0.95121802,0.296134115,0.703865885,0.63212229,0.037732369,0.962267631,0.836910082,0.163089918,0.525622196,0.029057912,0.970942088,0.029927544,0.358722052,0.506849988,0.506849988,5.263194473,0.44706521,0.684553332,0.526227917,0.187863316,0.569540668,0.333466621,0.575065474,0.608055328,0.409992803,0.097780043,0.489766736,0.102498201,0.007264478,0.007481886,2,0.666533379,0.381121544,0.410634458,0.567389961,0.140897487,0.301046859,1.906565523
3829,Jaime3829,-9981,20,gd,10001,20,Starvation,Simulator,0.87157471,0.955075412,0.044924588,0.906578004,0.185540474,0.208656645,0.827344367,0.046918412,0.953081588,0.908403488,0.228289315,0.748968999,0.975000762,0.866745511,0.124655013,0.819533952,0.180466048,0.766556489,0.494858988,0.505141012,0.756763223,0.243236777,0.594082442,0.955075412,0.044924588,21.2595251,0.608784909,0.748968999,0.748968999,4.599281609,0.062643997,0.885044058,0.336777351,0.866745511,0.495700262,0.578598235,0.685943262,0.601545355,0.816651,0.108333418,0.656175631,0.20416275,0.238768853,5.314881275,3,0.421401765,0.389589945,3.962545192,0.692040833,0.650059133,0.476413008,1.772133312
3830,Sansa3830,-9983,20,gd,10001,18,Wounds,Simulator,0.832676165,0.142199302,0.857800698,0.137399318,0.393261563,0.642553565,0.28538533,0.15120433,0.84879567,0.197957703,0.686854893,0.944820424,0.661991177,0.839048703,0.764544676,0.570677348,0.429322652,0.959513348,0.212917283,0.787082717,0.039899903,0.960100097,0.790187239,0.142199302,0.857800698,0.165771959,0.567713355,0.944820424,0.944820424,5.204138761,0.160034993,0.880803921,0.400291303,0.839048703,0.80179669,0.445898658,0.81306571,0.178158188,0.899281026,0.073554575,0.850538858,0.224820256,0.035549826,0.04144299,4,0.554101342,0.25246584,0.319979302,0.638926186,0.629286527,0.378072736,1.948468897
3831,Jon3831,-9933,20,gd,10001,68,Fight,Simulator,0.184793323,0.067167517,0.932832483,0.522217271,0.890078531,0.174265265,0.054437392,0.296758115,0.703241885,0.788282204,0.429614152,0.486918908,0.378093804,0.517410006,0.085830117,0.627066871,0.372933129,0.735829476,0.430608835,0.569391165,0.654341512,0.345658488,0.558714173,0.067167517,0.932832483,0.072003835,0.391229543,0.486918908,0.486918908,4.184397603,0.609461062,0.631134226,0.61668545,0.517410006,0.301620061,0.514418927,0.543400585,0.569925341,0.626619741,0.042010423,0.464119901,0.156654935,0.016791879,0.018000959,2,0.485581073,0.4965725,0.511195231,0.574610425,0.388057504,0.460400835,1.539212523
3832,Sansa3832,-9497,20,grd,10001,504,Fight,Simulator,0.64860706,0.993810895,0.006189105,0.211154312,0.536171857,0.230624831,0.984359651,0.574056208,0.425943792,0.039531555,0.834800965,0.02420785,0.857528584,0.085729652,0.171251486,0.094447173,0.905552827,0.521650788,0.682721188,0.317278812,0.619373372,0.380626628,0.166363187,0.993810895,0.006189105,160.5742419,0.455033024,0.02420785,0.02420785,4.266354209,23.7136389,0.292031811,15.90643654,0.085729652,0.128490569,0.44429209,0.201504232,0.620383651,0.30369022,0.095280954,0.216090394,0.075922555,0.248452724,40.14356046,1,0.55570791,15.88176652,42.33975909,6.033795265,0.064297239,10.60927676,1.605556062
3833,Joanna3833,-9483,20,grd,10001,518,Starvation,Simulator,0.712867467,0.462561164,0.537438836,0.846964597,0.198248454,0.578132836,0.975056112,0.192678721,0.807321279,0.896348406,0.445989806,0.724361498,0.730973599,0.008946691,0.619193043,0.667767887,0.332232113,0.79599468,0.37193648,0.62806352,0.619640065,0.380359935,0.53135286,0.462561164,0.537438836,0.860676849,0.609816165,0.724361498,0.724361498,5.218550111,0.265998016,0.779668018,0.43722135,0.008946691,0.314069867,0.509926092,0.318505105,0.607675279,0.402470685,0.081219289,0.358270276,0.100617671,0.115640291,0.215169212,2,0.490073908,0.382711655,0.462591321,0.626314061,0.006710018,0.257377776,1.969861855
3834,Tywin3834,,20,g,10001,Alive,Survived,Simulator,0.514108076,0.903280453,0.096719547,0.012347169,0.622223597,0.256558585,0.838552858,0.434332255,0.565667745,0.287160059,0.473831073,0.97868274,0.986607428,0.072341953,0.225591663,0.560287549,0.439712451,0.140752003,0.525767736,0.474232264,0.934564602,0.065435398,0.586444246,0.903280453,0.096719547,9.339171631,0.383869101,0.97868274,0.97868274,4.049699584,0.4437927,0.70333941,0.53030827,0.072341953,0.148966808,0.521513821,0.273287108,0.779338979,0.106546978,0.109623048,0.127756893,0.026636744,0.225820113,2.334792908,1,0.478486179,0.614103172,2.060882894,0.658595454,0.054256464,0.427487603,1.514397244
3835,Tyrion3835,-9961,20,gd,10001,40,Fight,Simulator,0.295734086,0.872519555,0.127480445,0.596405741,0.675533428,0.171814177,0.466214563,0.896540899,0.103459101,0.275833988,0.679033609,0.224161942,0.508783337,0.903143111,0.344650992,0.542728275,0.457271725,0.109028169,0.771329348,0.228670652,0.212055333,0.787944667,0.386158483,0.872519555,0.127480445,6.844340385,0.407044304,0.224161942,0.224161942,3.875970893,3.999523252,0.143693381,2.714246628,0.903143111,0.623897052,0.578514406,0.565906882,0.359179548,0.50608564,0.056531482,0.564991346,0.12652141,0.218129889,1.711085096,3,0.421485594,2.893730414,3.622821024,1.144696941,0.677357334,2.154939387,1.44651556
3836,Bran3836,-9942,20,gd,10001,59,Fight,Simulator,0.401087876,0.434626155,0.565373845,0.299883232,0.767952853,0.499564179,0.450715842,0.251111948,0.748888052,0.109305398,0.864235034,0.045607894,0.352620912,0.806238773,0.193744145,0.839460963,0.160539037,0.21380703,0.81422198,0.18577802,0.854939494,0.145060506,0.358348043,0.434626155,0.565373845,0.768741176,0.473915204,0.045607894,0.045607894,3.791667178,5.50588784,0.514461333,3.842079005,0.806238773,0.499991459,0.663420736,0.496008396,0.719322832,0.510022902,0.039180101,0.505007181,0.127505725,0.108656539,0.192185294,3,0.336579264,3.791465936,3.477101217,1.717246379,0.60467908,2.729203651,1.434920828
3837,Tyrion3837,-9975,20,gd,10001,26,Starvation,Simulator,0.864261241,0.131359999,0.868640001,0.961205384,0.57220607,0.629712635,0.489601508,0.031159526,0.968840474,0.16581611,0.838726745,0.529115368,0.674676412,0.643090006,0.623477541,0.772136351,0.227863649,0.151364098,0.867819644,0.132180356,0.89052556,0.10947444,0.585582301,0.131359999,0.868640001,0.151224902,0.778329314,0.529115368,0.529115368,4.277413887,0.058889853,0.822265438,0.313348382,0.643090006,0.633283773,0.659988999,0.387635181,0.763351235,0.397227052,0.074964046,0.515255413,0.099306763,0.03284,0.037806226,3,0.340011001,0.165818474,0.226956983,0.574395105,0.482317504,0.271318151,1.710235749
3838,Stannis3838,-9983,20,gd,10001,18,Starvation,Simulator,0.137006001,0.747493663,0.252506337,0.164851408,0.489970762,0.67903172,0.729946313,0.041832995,0.958167005,0.956235003,0.68951707,0.600283924,0.369098398,0.922873252,0.327901261,0.98802064,0.01197936,0.672321049,0.890414082,0.109585918,0.768498884,0.231501116,0.568033052,0.747493663,0.252506337,2.96029665,0.321573178,0.600283924,0.600283924,4.741408035,0.069688681,0.838872645,0.326083336,0.922873252,0.625387257,0.71960868,0.516229585,0.685094216,0.79759715,0.041010933,0.711492203,0.199399288,0.186873416,0.740074163,3,0.28039132,0.334884346,0.72891695,0.644096625,0.692154939,0.453974544,1.701330715
3839,Bran3839,,20,g,10001,Alive,Survived,Simulator,0.45607144,0.407822454,0.592177546,0.80829523,0.552319855,0.373553049,0.874608464,0.512361805,0.487638195,0.555604775,0.949025065,0.977212443,0.92501844,0.078786096,0.857642702,0.572455417,0.427544583,0.150261299,0.166599926,0.833400074,0.612223499,0.387776501,0.657514424,0.407822454,0.592177546,0.688682739,0.529262203,0.977212443,0.977212443,4.854115843,0.524309538,0.650829611,0.566482896,0.078786096,0.468214399,0.434763836,0.456093085,0.550779437,0.114523697,0.102779827,0.291369048,0.028630924,0.101955614,0.172170685,2,0.565236164,0.537964898,0.583872451,0.598066519,0.059089572,0.378339789,1.828719291
3840,Myrcella3840,-9966,20,gd,10001,35,Starvation,Simulator,0.110519596,0.208492035,0.791507965,0.868767241,0.185317172,0.659597918,0.954590169,0.016883417,0.983116583,0.980490979,0.169776179,0.376903822,0.965968188,0.438462169,0.27753403,0.331132993,0.668867007,0.772830504,0.654449995,0.345550005,0.737558565,0.262441435,0.480097372,0.208492035,0.791507965,0.263411165,0.386944304,0.376903822,0.376903822,4.737634797,0.044795028,0.781045663,0.290211906,0.438462169,0.3579981,0.496395747,0.392006087,0.644876697,0.605646337,0.107329799,0.481822218,0.151411584,0.052123009,0.065852791,2,0.503604253,0.167190892,0.221204109,0.550510331,0.328846627,0.221076137,1.743969633
3841,Hoster3841,-9956,20,gd,10001,45,Fight,Simulator,0.132763391,0.66386385,0.33613615,0.488287207,0.012361981,0.845013998,0.44567314,0.981929694,0.018070306,0.213687465,0.047669424,0.75873786,0.419331247,0.830611645,0.709203192,0.593922142,0.406077858,0.58951446,0.72178596,0.27821404,0.377478084,0.622521916,0.634708768,0.66386385,0.33613615,1.974984992,0.322237994,0.75873786,0.75873786,4.681005857,1.294161983,0.264959491,0.951094486,0.830611645,0.769907418,0.578927026,0.554412842,0.444867588,0.710063052,0.046592361,0.739985235,0.177515763,0.165965963,0.493746248,3,0.421072974,1.084560991,1.215641842,0.550727158,0.622958733,0.930693572,1.683278737
3842,Rickon3842,-9978,20,gd,10001,23,Fight,Simulator,0.101841366,0.357442222,0.642557778,0.94360441,0.277815586,0.549729362,0.059264937,0.559450074,0.440549926,0.492020767,0.547432194,0.991395794,0.528581717,0.31224388,0.06907871,0.390334812,0.609665188,0.136985094,0.945420824,0.054579176,0.307957597,0.692042403,0.704141291,0.357442222,0.642557778,0.556280281,0.394966418,0.991395794,0.991395794,3.63593953,0.564305474,0.624165215,0.584258721,0.31224388,0.190661295,0.583938909,0.183411528,0.504110644,0.224614487,0.058731302,0.207637891,0.056153622,0.089360555,0.13907007,1,0.416061091,0.552323435,0.586382859,0.585406218,0.23418291,0.446276593,1.363212416
3843,Sansa3843,-9938,20,gd,10001,63,Fight,Simulator,0.126260903,0.736721276,0.263278724,0.892513757,0.656163424,0.703417385,0.4276239,0.112758689,0.887241311,0.59293351,0.118373092,0.258213172,0.620558983,0.660928153,0.976172475,0.176806581,0.823193419,0.567072061,0.750738743,0.249261257,0.680489455,0.319510545,0.385549485,0.736721276,0.263278724,2.798256019,0.500923274,0.258213172,0.258213172,4.908198051,0.436688368,0.677565265,0.516980667,0.660928153,0.818550314,0.481886331,0.455094705,0.596942634,0.614000107,0.068950998,0.716275211,0.153500027,0.184180319,0.699564005,3,0.518113669,0.550729367,0.87575772,0.624548685,0.495696115,0.53238495,1.826024108
3844,Joffrey3844,-9993,20,gd,10001,8,Fight,Simulator,0.151962485,0.449089054,0.550910946,0.092036243,0.924075884,0.261053547,0.81455377,0.172599807,0.827400193,0.705629036,0.60896385,0.43543582,0.003380093,0.110169802,0.406577711,0.154060691,0.845939309,0.710965232,0.951360485,0.048639515,0.720809624,0.279190376,0.423912601,0.449089054,0.550910946,0.815175406,0.316218129,0.43543582,0.43543582,4.793370193,0.396384034,0.696745402,0.49650449,0.110169802,0.258373757,0.526355294,0.079404658,0.722142471,0.410567517,3.76E-04,0.334470637,0.102641879,0.112272263,0.203793851,2,0.473644706,0.452374521,0.50886368,0.601416312,0.082627352,0.329125465,1.703321296
3845,Tywin3845,-9973,20,gd,10001,28,Fight,Simulator,0.425805908,0.73793948,0.26206052,0.216574013,0.907700535,0.004475304,0.368374138,0.65229102,0.34770898,0.874112708,0.630477793,0.300172173,0.848775129,0.165663604,0.229454483,0.842101456,0.157898544,0.20997494,0.007771666,0.992228334,0.865440234,0.134559766,0.332605806,0.73793948,0.26206052,2.815912444,0.396072334,0.300172173,0.300172173,3.947731613,2.173056261,0.331863378,1.5593253,0.165663604,0.197559043,0.46246828,0.578945969,0.653600695,0.187819272,0.094308348,0.192689158,0.046954818,0.18448487,0.703978111,1,0.53753172,1.66639794,1.853366959,0.815129177,0.124247703,1.152347861,1.479370765
3846,Tywin3846,,20,g,10001,Alive,Survived,Simulator,0.815558784,0.510553484,0.489446516,0.411660262,0.134704556,0.59664446,0.670457724,0.342171208,0.657828792,0.320637147,0.040113082,0.758762149,0.828497503,0.125346068,0.210846879,0.02087803,0.97912197,0.158730679,0.779391231,0.220608769,0.362826245,0.637173755,0.555868433,0.510553484,0.489446516,1.043124157,0.554825369,0.758762149,0.758762149,3.861663123,0.450959775,0.691473244,0.531130932,0.125346068,0.168096474,0.450067315,0.172977418,0.500685597,0.142038374,0.092055278,0.155067424,0.035509593,0.127638371,0.260781039,1,0.549932685,0.512747107,0.596097269,0.616719698,0.094009551,0.373167922,1.502847923
3847,Tywin3847,-9842,20,gd,10001,159,Wounds,Simulator,0.244652188,0.854659082,0.145340918,0.294490719,0.002211759,0.088945218,0.967730561,0.258758471,0.741241529,0.363884186,0.741833903,0.887483169,0.47273824,0.333093586,0.527338562,0.483285316,0.516714684,0.868630783,0.088232754,0.911767246,0.771395755,0.228604245,0.591554859,0.854659082,0.145340918,5.880374855,0.174990414,0.887483169,0.887483169,5.18170182,0.29156437,0.789988742,0.457705827,0.333093586,0.430216074,0.392879518,0.622430416,0.578310153,0.600862184,0.052526471,0.515539129,0.150215546,0.21366477,1.470093714,3,0.607120482,0.507268681,1.371756204,0.675037713,0.249820189,0.421452517,1.803072902
3848,Tyrion3848,-9983,20,gd,10001,18,Starvation,Simulator,0.416812365,0.168278965,0.831721035,0.546080875,0.971947489,0.031195921,0.480983125,0.624406484,0.375593516,0.348613565,0.889549974,0.79852584,0.215760079,0.967767615,0.823530135,0.667718497,0.332281503,0.642072798,0.857535025,0.142464975,0.221905831,0.778094169,0.74215231,0.168278965,0.831721035,0.20232621,0.476569803,0.79852584,0.79852584,5.065334058,0.781949003,0.516570957,0.693489654,0.967767615,0.895648875,0.63131338,0.555116295,0.380002187,0.804920206,0.023973342,0.850284541,0.201230052,0.042069741,0.050581553,4,0.36868662,0.641090844,0.643759717,0.54924212,0.725825711,0.6693358,1.855292401
3849,Jaime3849,-9924,20,gd,10001,77,Starvation,Simulator,0.376805247,0.123813726,0.876186274,0.368560242,0.198592269,0.676646672,0.194242388,0.966996089,0.033003911,0.511263219,0.745074595,0.584409618,0.328743764,0.846130995,0.579717839,0.070529873,0.929470127,0.422791598,0.420866031,0.579133969,0.776924393,0.223075607,0.639363732,0.123813726,0.876186274,0.141309822,0.399481936,0.584409618,0.584409618,4.448355878,1.654654645,0.216805813,1.175371701,0.846130995,0.712924417,0.372848976,0.712632482,0.55351632,0.634461296,0.036527085,0.673692856,0.158615324,0.030953432,0.035327455,3,0.627151024,1.176683208,1.098989118,0.556921401,0.634598246,0.995988221,1.628121633
3850,Sansa3850,-9979,20,gd,10001,22,Fight,Simulator,0.045544696,0.405452045,0.594547955,0.538576218,0.134403242,0.03449273,0.117279538,0.721354082,0.278645918,0.074764325,0.237280961,0.549763369,0.022453305,0.886864284,0.154941758,0.111996042,0.888003958,0.972669535,0.723458393,0.276541607,0.889094398,0.110905602,0.590100335,0.405452045,0.594547955,0.681950112,0.159712316,0.549763369,0.549763369,4.34688484,1.3121174,0.369018402,0.997751067,0.886864284,0.520903021,0.458863609,0.581702946,0.663837365,0.92976691,0.002494812,0.725334965,0.232441727,0.101363011,0.170487528,3,0.541136391,1.032318053,1.005015401,0.600960611,0.665148213,0.909928107,1.503030656
3851,Myrcella3851,-9964,20,gd,10001,37,Fight,Simulator,0.369192802,0.328986038,0.671013962,0.75470352,0.502317996,0.521643722,0.908933313,0.496564893,0.503435107,0.948174702,0.705617625,0.853826472,0.965007598,0.427287604,0.633606604,0.617199556,0.382800444,0.735702493,0.137020256,0.862979744,0.426658655,0.573341345,0.665682997,0.328986038,0.671013962,0.490281956,0.503410168,0.853826472,0.853826472,5.234406182,0.581575893,0.620232229,0.594461338,0.427287604,0.530447104,0.438554953,0.645133674,0.411684647,0.581495048,0.107223066,0.555971076,0.145373762,0.08224651,0.122570489,3,0.561445047,0.553407432,0.579907956,0.584384069,0.320465703,0.475760189,1.948346472
3852,Sansa3852,-9967,20,gd,10001,34,Fight,Simulator,0.99297177,0.911854082,0.088145918,0.430677186,0.732609488,0.071816135,0.110533422,0.854925362,0.145074638,0.102050111,0.329122476,0.600178342,0.006894716,0.935104736,0.250885439,0.346853909,0.653146091,0.747318254,0.982956804,0.017043196,0.266190524,0.733809476,0.546255097,0.911854082,0.088145918,10.3448248,0.64420927,0.600178342,0.600178342,4.248687247,1.424452205,0.296775872,1.048560094,0.935104736,0.592995087,0.582452678,0.476073966,0.40968994,0.841211495,7.66E-04,0.717103291,0.210302874,0.22796352,2.5862062,3,0.417547322,1.231710788,2.762650494,0.626068154,0.701328552,1.054916709,1.631220865
3853,Hoster3853,-9420,20,grd,10001,581,Fight,Simulator,0.693439456,0.842523573,0.157476427,0.05160305,0.578190043,0.938499177,0.89542178,0.584648205,0.415351795,0.195054684,0.45164252,0.408986953,0.662356907,0.04207352,0.094696933,0.690716801,0.309283199,0.090742107,0.279686933,0.720313067,0.237056234,0.762943766,0.346644401,0.842523573,0.157476427,5.350156769,0.591034236,0.408986953,0.408986953,3.754744583,1.429503312,0.413230181,1.090745602,0.04207352,0.068385226,0.492600934,0.381193293,0.396380027,0.066407813,0.073595212,0.06739652,0.016601953,0.210630893,1.337539192,1,0.507399066,1.211332311,1.874426623,0.698626097,0.03155514,0.818073254,1.473124677
3854,Tyrion3854,-9972,20,gd,10001,29,Fight,Simulator,0.132055449,0.782827362,0.217172638,0.008338007,0.396219163,0.29089647,0.943361353,0.392088593,0.607911407,0.084322593,0.947351125,0.975270873,0.661262678,0.519380462,0.293678336,0.132883482,0.867116518,0.297249178,0.792274559,0.207725441,0.600178921,0.399821079,0.666052246,0.782827362,0.217172638,3.604631636,0.191912908,0.975270873,0.975270873,4.369660974,0.402030455,0.730364563,0.511475157,0.519380462,0.406529399,0.48128951,0.363552951,0.5795236,0.40831482,0.073473631,0.407422109,0.102078705,0.19570684,0.901157909,2,0.51871049,0.561981264,1.036884298,0.655537761,0.389535346,0.504499291,1.545015837
3855,Robb3855,-9982,20,gd,10001,19,Fight,Simulator,0.703958343,0.002117699,0.997882301,0.3241376,0.165979085,0.557358297,0.720349089,0.089662752,0.910337248,0.00156136,0.131955106,0.98496025,0.878292225,0.386950794,0.486608536,0.875843637,0.124156363,0.336476059,0.933514193,0.066485807,0.037410115,0.962589885,0.762816264,0.002117699,0.997882301,0.002122193,0.491078334,0.98496025,0.98496025,4.334919574,0.091031848,0.935211582,0.372425093,0.386950794,0.436779665,0.702339458,0.226718301,0.387610347,0.361713427,0.097588025,0.399246546,0.090428357,5.29E-04,5.31E-04,2,0.297660542,0.17203988,0.253690633,0.645735233,0.290213096,0.211430952,1.641195311
3856,Tyrion3856,-9933,20,gd,10001,68,Starvation,Simulator,0.396839661,0.012515545,0.987484455,0.552479527,0.034146976,0.3747527,0.429735445,0.409036646,0.590963354,0.005749098,0.640180426,0.756455667,0.058296478,0.919119058,0.936397639,0.827510796,0.172489204,0.095897406,0.133393947,0.866606053,0.771342542,0.228657458,0.739424359,0.012515545,0.987484455,0.012674169,0.351011705,0.756455667,0.756455667,4.484666261,0.54072785,0.646127458,0.575861052,0.919119058,0.927758348,0.490226186,0.892862555,0.535012179,0.507508232,0.006477386,0.71763329,0.126877058,0.003128886,0.003168542,3,0.509773814,0.449878745,0.48331792,0.562974955,0.689339293,0.529698928,1.614051784
3857,Robb3857,-9765,20,gd,10001,236,Starvation,Simulator,0.115361256,0.471399943,0.528600057,0.067602227,0.289589018,0.807220922,0.216199337,0.768752231,0.231247769,0.715310126,0.457065281,0.873337734,0.801524062,0.792060261,0.780149918,0.31815714,0.68184286,0.451396737,0.818856562,0.181143438,0.304694758,0.695305242,0.705810503,0.471399943,0.528600057,0.891789429,0.279026936,0.873337734,0.873337734,4.727169017,0.880246211,0.445277757,0.735256726,0.792060261,0.786105089,0.534253426,0.486601849,0.414260273,0.621728499,0.089058229,0.703916794,0.155432125,0.117849986,0.222947357,3,0.465746574,0.778352432,0.810588642,0.553099399,0.594045196,0.716916686,1.698418061
3858,Cersei3858,-9983,20,gd,10001,18,Wounds,Simulator,0.008323617,0.508764947,0.491235053,0.998537475,0.593480816,0.103235007,0.788513567,0.711265152,0.288734848,0.708521757,0.629003522,0.945160088,0.235396555,0.976052086,0.096905724,0.524846662,0.475153338,0.676739234,0.41021811,0.58978189,0.911316241,0.088683759,0.7575382,0.508764947,0.491235053,1.03568535,0.342380107,0.945160088,0.945160088,4.545587457,0.752534054,0.507543261,0.670870456,0.976052086,0.536478905,0.483766193,0.782916988,0.630870422,0.82639566,0.026155173,0.681437282,0.206598915,0.127191237,0.258921338,3,0.516233807,0.711709875,0.774268207,0.567046031,0.732039064,0.718486272,1.638040912
3859,Ned3859,-9965,20,gd,10001,36,Starvation,Simulator,0.022228155,0.988211517,0.011788483,0.728928588,0.871647408,0.862112855,0.590508732,0.383307605,0.616692395,0.588147558,0.481967903,0.096031604,0.087876603,0.466791214,0.399322949,0.788971662,0.211028338,0.318724176,0.698585001,0.301414999,0.397125736,0.602874264,0.252382073,0.988211517,0.011788483,83.82855906,0.501429033,0.096031604,0.096031604,4.187480031,3.991473505,0.443138798,2.80869527,0.466791214,0.433057081,0.621889166,0.384103106,0.508009383,0.392757695,0.009764067,0.412907388,0.098189424,0.247052879,20.95713977,2,0.378110834,2.92975411,17.2230267,1.352893217,0.35009341,2.06986721,1.566224377
3860,Robb3860,-9949,20,gd,10001,52,Starvation,Simulator,0.431339009,0.233049545,0.766950455,0.551250204,0.031116999,0.823313278,0.524434782,0.749350392,0.250649608,0.809323368,0.752379746,0.249996123,0.570318241,0.380289875,0.909499797,0.264149003,0.735850997,0.113774427,0.496109503,0.503890497,0.420509917,0.579490083,0.413889814,0.233049545,0.766950455,0.303865189,0.4536717,0.249996123,0.249996123,4.595387984,2.997448057,0.25043178,2.081775964,0.380289875,0.644894836,0.440064626,0.442090186,0.459748569,0.247032151,0.063368693,0.445963494,0.061758038,0.058262386,0.075966297,2,0.559935374,2.075602099,1.89498349,0.914794916,0.285217406,1.478807201,1.704142792
3861,Bran3861,-9893,20,gd,10001,108,Fight,Simulator,0.118065967,0.952054042,0.047945958,0.124596658,0.030469906,0.113968686,0.221126448,0.131385085,0.868614915,0.53983152,0.376031165,0.219966501,0.575989467,0.907866045,0.328967407,0.620188768,0.379811232,0.674494278,0.595795948,0.404204052,0.381347853,0.618652147,0.373673072,0.952054042,0.047945958,19.85681534,0.101033437,0.219966501,0.219966501,4.319078102,0.597295879,0.652398777,0.615663512,0.907866045,0.618416726,0.553996179,0.656035048,0.415164209,0.791180161,0.06399883,0.704798444,0.19779504,0.23801351,4.964203835,3,0.446003821,0.710511036,3.976208736,0.666281887,0.680899533,0.700640535,1.494703456
